sample_id,run_id,cycle_id,tooth_type,cutting_edge,force_file,vib_file,image_file,image_rel,wear_value,wear_level,vb_half_ap,wear_area,has_force,has_vib,has_image,is_complete_multimodal,image_dir_count,remark
cycle_63_side_2,cycle_63,63,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\63\side-2.png,63/side-2.png,0.4123,3,0.2686,0.5957,True,True,True,True,8,
cycle_63_side_3,cycle_63,63,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\63\side-3.png,63/side-3.png,0.3836,3,0.2509,0.27709999999999996,True,True,True,True,8,
cycle_63_side_4,cycle_63,63,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\63\side-4.png,63/side-4.png,0.3625,3,0.203,0.3051,True,True,True,True,8,
cycle_64_side_1,cycle_64,64,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\64\side-1.png,64/side-1.png,0.6183,3,0.7221,0.2365,True,True,True,True,8,
cycle_64_side_2,cycle_64,64,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\64\side-2.png,64/side-2.png,0.5126,3,0.4834,0.5579999999999999,True,True,True,True,8,
cycle_64_side_3,cycle_64,64,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\64\side-3.png,64/side-3.png,0.3561,3,0.3223,0.3414,True,True,True,True,8,
cycle_64_side_4,cycle_64,64,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\02-27-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\02-27-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\64\side-4.png,64/side-4.png,0.312,3,0.2686,0.335,True,True,True,True,8,
cycle_65_side_1,cycle_65,65,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\65\side-1.png,65/side-1.png,0.6505,3,0.6566,0.3129,True,True,True,True,8,
cycle_65_side_2,cycle_65,65,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\65\side-2.png,65/side-2.png,0.3941,3,0.3999,0.3893,True,True,True,True,8,
cycle_65_side_3,cycle_65,65,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\65\side-3.png,65/side-3.png,0.3282,3,0.3347,0.21670000000000003,True,True,True,True,8,
cycle_65_side_4,cycle_65,65,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\65\side-4.png,65/side-4.png,0.4059,3,0.4118,0.2158,True,True,True,True,8,
cycle_66_side_1,cycle_66,66,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\66\side-1.png,66/side-1.png,0.6207,3,0.6505,0.1715,True,True,True,True,8,
cycle_66_side_2,cycle_66,66,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\66\side-2.png,66/side-2.png,0.2805,2,0.2808,0.3201,True,True,True,True,8,
cycle_66_side_3,cycle_66,66,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\66\side-3.png,66/side-3.png,0.3103,3,0.3103,0.12630000000000002,True,True,True,True,8,
cycle_66_side_4,cycle_66,66,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-02-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-02-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\66\side-4.png,66/side-4.png,0.3581,3,0.3282,0.1192,True,True,True,True,8,
cycle_67_side_1,cycle_67,67,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\67\side-1.png,67/side-1.png,0.5729,3,0.4894,0.21300000000000002,True,True,True,True,8,
cycle_67_side_2,cycle_67,67,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\67\side-2.png,67/side-2.png,0.3464,3,0.185,0.32939999999999997,True,True,True,True,8,
cycle_67_side_3,cycle_67,67,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\67\side-3.png,67/side-3.png,0.3228,3,0.2865,0.13720000000000002,True,True,True,True,8,
cycle_67_side_4,cycle_67,67,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-01.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-01.csv,D:\my\Future\QIT-CEMC Dataset\Image\67\side-4.png,67/side-4.png,0.3044,3,0.2925,0.13649999999999998,True,True,True,True,8,
cycle_68_side_1,cycle_68,68,side,1,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\68\side-1.png,68/side-1.png,0.6983,3,0.5193,0.198,True,True,True,True,7,
cycle_68_side_2,cycle_68,68,side,2,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\68\side-2.png,68/side-2.png,0.3701,3,0.2745,0.5055,True,True,True,True,7,
cycle_68_side_3,cycle_68,68,side,3,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-02.csv,D:\my\Future\QIT-CEMC Dataset\Image\68\side-3.png,68/side-3.png,0.3283,3,0.3163,0.185,True,True,True,True,7,
cycle_68_side_4,cycle_68,68,side,4,D:\my\Future\QIT-CEMC Dataset\Force and torque data\03-04-02.txt,D:\my\Future\QIT-CEMC Dataset\Vibration and sound data\03-04-02.csv,,68/side-4.png,0.3164,3,0.3402,0.1751,True,True,False,False,7,missing_image
